releaseId,entityId,entityLabel,entityType,neighborhoods,linkedQuestionCount,linkedCardCount,questionsWithAtLeastOneSharedCard,questionsWithAtLeastThreeSharedCards,uniqueCardsAvailable,directLinkCoveragePct,minimumLinkConfidence,averageLinkConfidence,linkReviewStatusDistribution,curriculumRetargetedLinkPct
kg-beta-20260716-002,05b6554f-97cd-4de1-a588-617427cfcd0a,Durkan Carpal Compression Test,exam_maneuver,carpal-tunnel-syndrome,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,05e9f5ca-5d33-4845-ac31-56bdaf02eea9,Neer Classification,classification_system,proximal-humerus-fracture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,069ba34b-b5da-4114-838c-88a58cae8858,Leg Compartment Complex,anatomy_structure,compartment-syndrome|pilon-fracture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,06eed652-67da-480a-b9d8-1dc87e0098b0,Posterior Shoulder Approach,surgical_approach,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,06fe8cd7-d2c8-4809-b803-85c685f376a8,Syndesmotic Sprain Complication,complication,syndesmotic-sprain,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0735783e-72f1-4999-9bab-c34f2e90788f,Interfragmentary Strain,biomechanics_concept,implants-instruments|trauma-fundamentals,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,075cbb19-339f-4741-8144-2500847aee45,AC Joint Separation Reconstruction,procedure,ac-joint-separation,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,07843e71-47bc-47e2-9c2a-e542a4a1359a,Comparison Views,diagnostic_test,imaging-radiographic-measurements,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,079f8c62-ce77-44b5-9812-68fa4f131f13,Implant Indication Principles,biomechanics_concept,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,07ec29ae-e108-491f-bace-4092df8b17b1,Judet Views,diagnostic_test,imaging-radiographic-measurements,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,080232c8-3244-4fa3-b909-d4477d5975fb,Periprosthetic Osteolysis,complication,aseptic-loosening-tha|complications,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0865d9ca-50e9-4757-99ed-a7cc1fb22e84,Triquetrum,anatomy_structure,carpal-tunnel-syndrome|lt-ligament-injury,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,086bc7e1-cdf3-4824-bc30-49ffa907524b,Structures Requiring Protection,treatment_principle,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0881f88a-0c58-47e8-8277-c1fef78bf31b,Hand & Wrist Anatomy Hub,anatomy_structure,bennett-fracture|boxer-fracture|carpal-instability|carpal-tunnel-syndrome|cmc-dislocations|distal-ulna-fracture|druj-instability|essex-lopresti-injury|galeazzi-fracture|imaging-radiographic-measurements|lt-ligament-injury|lunate-dislocation|lunate-fracture|metacarpal-fracture|perilunate-dislocation|proximal-phalanx-fracture|rolando-fracture|scaphoid-fracture|scaphoid-nonunion|sl-ligament-injury|ulnar-styloid-fracture|wrist-dislocation,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0889bb2a-da80-4aee-990d-742a071bb0e7,Soft-Tissue Management,treatment_principle,trauma-fundamentals,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,08fd77c1-a818-4afd-9ab2-71e6d80080c4,Trochlea,anatomy_structure,clavicle-fracture|distal-humerus-fracture|proximal-humerus-fracture|supracondylar-humerus-fracture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,092d475b-49b2-4264-a95f-9a1cd553e2c0,Sliding Hip Screw,implant,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0947e182-52fc-4f59-8d0b-829e117f48e7,Supraspinatus,anatomy_structure,osteochondral-lesion-talus|rotator-cuff-tear,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,098749a5-c294-46ef-834e-8c29c9dd4239,Surface Landmark Principles,treatment_principle,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,09956a2c-c7e6-4e05-b3b1-589ba4dfc998,General Orthopaedic Complications,treatment_principle,complications,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,09d894a0-b4db-4542-9d31-36aaba5cd8d6,Fully Threaded Screw,implant,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,09f951cb-5058-4a7d-a3ec-cfd275c993d5,Femoral IM Nailing,procedure,femoral-shaft-fracture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0a830047-c4cf-4e1e-bbcc-74e15ce8f533,Unicompartmental Knee Arthroplasty,procedure,bearing-surface-selection,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0ad745fe-d0b4-4422-9643-351a9f4530be,Femoral Nerve at Risk,treatment_principle,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0b2ca1de-9598-4f6b-abd6-e1aacbc13312,Physis,anatomy_structure,complications,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0b546d37-072e-4b81-be2b-5bfcadb77998,Volkmann Contracture,complication,compartment-syndrome|complications,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0b636c2c-7858-442e-a595-1f0b270ec813,Mechanical Alignment (Arthroplasty),biomechanics_concept,imaging-radiographic-measurements,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0b93ab02-70b6-470f-80b9-2d7e88ef426e,Plate Fatigue Failure,complication,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0bb7c697-1b07-40bd-80e1-484e46ef6d98,Femoral Nerve,anatomy_structure,bearing-surface-selection,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0bf6fa5c-ad85-44c5-89e2-95eda9f264fd,Scaphoid Fracture Key Complication,complication,scaphoid-fracture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0cb4c6dd-9e8a-473b-9437-c69c8cd50309,Distal Biceps Tendon Rupture,condition,distal-biceps-tendon-rupture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0ce2621a-e3fe-4526-a1e8-0fb9a09d9a89,Bailout Change of Approach,treatment_principle,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0cfa3c5f-1713-4233-b680-eb7be498a8d6,Multiligament Knee Injury MRI Pattern,imaging_finding,multiligament-knee-injury,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0d384bae-63b9-4bbc-981b-1a40bedf9043,Postoperative Pneumonia,complication,complications,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0d38ea5b-eede-4016-b71d-9c3fb7f26a2f,Syndesmotic Sprain,condition,osteochondral-lesion-talus|syndesmotic-sprain,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0d466219-5333-4547-9aa6-89ce29c464f9,Meniscus Tear MRI Pattern,imaging_finding,meniscus-tear,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0d9178bb-30a0-469d-a930-3e48aa2685a1,Tibia,anatomy_structure,bearing-surface-selection,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0db99072-906a-440a-9703-0701194adaae,Multiligament Knee Injury Reconstruction,procedure,multiligament-knee-injury,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0e4daf73-4ddf-4a42-85a2-2d539bead7b8,Cephalomedullary Nail,implant,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0e85ca96-3ea5-4716-af5f-6d819c0e306a,Rotator Cuff Tear MRI Pattern,imaging_finding,rotator-cuff-tear,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0ecaf698-450d-43cf-9797-75247dc77733,Operative Instrumentation Module,treatment_principle,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0ed6608b-d4a8-4388-bb79-869223795f78,Population-Specific Imaging Norms,treatment_principle,imaging-radiographic-measurements,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,0f16d073-e597-437d-98d0-3f8767f7a732,Acetabular Component,implant,aseptic-loosening-tha|hip-prosthetic-joint-infection|implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1034448c-f2e3-4eb5-9e00-7d6c22d874a1,Pfannenstiel Approach,surgical_approach,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1035c944-b8e4-4a4f-b443-c9bd0b82954a,Leg Length Discrepancy,complication,complications,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,10e53bdb-ca52-452b-8507-8fee1447f651,Focal Periprosthetic Osteolysis,imaging_finding,polyethylene-wear-osteolysis,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,112cfd38-5ac5-4b8d-9459-adb9ddf6719a,Sagittal Vertical Axis,biomechanics_concept,imaging-radiographic-measurements,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,113de4e8-0fb0-4d6b-8540-45e144c0bef2,Displaced Femoral Neck Fracture,imaging_finding,femoral-neck-fracture|femoral-neck-fracture-adult-recon,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,11b58172-5f8b-4011-a3eb-ad46fbe138bd,Kocher Interval,anatomy_structure,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1203c213-061d-4499-9aec-a7268655b004,Fifth Metacarpal,anatomy_structure,boxer-fracture|carpal-tunnel-syndrome|metacarpal-fracture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1220b90b-62db-4d28-9ebe-1992f712e4b9,Traversing Nerve Root,anatomy_structure,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1224ac10-4305-4c8a-877a-ff57efed37f2,Cannulated Screw,implant,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,123480ce-cacd-4514-b12d-e56e9d988ace,Anterior Compartment,anatomy_structure,compartment-syndrome|pilon-fracture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,12584ec2-1bc8-4746-a5f5-a0a08b66cc4e,EPB,anatomy_structure,carpal-tunnel-syndrome,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,126c952c-a601-4415-ae25-50838698eeb2,Medial Parapatellar Approach,surgical_approach,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,12eec496-82eb-4609-81f4-aaf66da69fd0,Calcar,anatomy_structure,acetabular-fracture|bearing-surface-selection|femoral-neck-fracture|femoral-shaft-fracture|intertrochanteric-fracture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,13c19085-32f8-442f-a759-4d44ad8f8d94,Irrigation and Debridement,procedure,complications,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,13f6d5e1-713f-419c-968a-7282d247806e,Distal Biceps Tendon Rupture Rehabilitation,treatment_principle,distal-biceps-tendon-rupture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,145b5569-017b-4d8a-adde-a6a8e18e4939,Cerclage Wire,implant,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,14f44479-f605-46b6-ad3c-c6f451598bbe,Adult Reconstruction Anatomy Hub,anatomy_structure,adverse-local-tissue-reaction|aseptic-loosening-tha|aseptic-loosening-tka|bearing-surface-selection|bone-loss-revision-arthroplasty|extensor-mechanism-failure|femoral-neck-fracture-adult-recon|hip-instability-after-tha|hip-prosthetic-joint-infection|implant-fixation-principles|knee-instability-after-tka|knee-osteoarthritis|knee-prosthetic-joint-infection|patellofemoral-arthroplasty|periprosthetic-femur-fracture|periprosthetic-joint-infection|periprosthetic-knee-fracture|unicompartmental-knee-arthritis,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,15135462-63a4-40c0-89be-648c11dc387c,Bailout Staged Exposure,treatment_principle,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,152c7c96-cadf-4244-b11a-416efea1aec6,Periprosthetic Radiolucency,imaging_finding,aseptic-loosening-tha,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1537c779-71ef-462d-92ca-4d270f151440,Locking Screw,implant,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,158381da-d160-4fa2-9ef6-d9e5dea326f4,Lag Screw Fixation,fixation_method,implants-instruments|trauma-fundamentals,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,15b13374-c026-4981-a50e-209c0fa185f4,Hook Plate,implant,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,15f5cbc7-8535-4759-a556-5fae438204eb,Femoral Head (Arthroplasty),implant,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,16089f03-8f08-413c-8750-82dd2b20091d,Secondary Bone Healing,biomechanics_concept,implants-instruments|trauma-fundamentals,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,16281291-0195-4378-a9e0-2fd0d479c3ff,Tibiofibular Overlap,biomechanics_concept,imaging-radiographic-measurements,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,169d1d01-b946-4341-8abb-01d1d6b062f1,Anterolateral Humerus Approach,surgical_approach,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,16c09b98-0192-46db-af70-a9e0446a36cc,Gustilo-Anderson Classification,classification_system,trauma-fundamentals,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,17261f02-fed0-4855-a1d4-c9eb7d8ade99,Pedicle Screw,implant,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,172fb3b4-2610-4b23-b7b6-9231610b3395,Carpal Instability Key Imaging Finding,imaging_finding,carpal-instability,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1733f8b9-8127-4800-88f3-a2d86cf394fb,Anterior Shoulder Instability MRI Pattern,imaging_finding,anterior-shoulder-instability,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,17471805-f52a-40a0-94ce-ff846efcf9f2,Distal Radius ORIF,procedure,distal-radius-fracture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,175a6e36-2d74-43b4-bf11-99d4daa726ec,Countersink,implant,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,17a8bfda-2bad-4a05-aef6-2c34973d219e,A2 Pulley,anatomy_structure,carpal-tunnel-syndrome,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,17bdb16c-377a-49f5-a2cb-4a0542780fac,Total Knee Arthroplasty,procedure,bearing-surface-selection|complications|implant-fixation-principles|knee-instability-after-tka,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,180fc926-c59a-4a61-a506-85bd9e7d9e2d,Polyethylene Wear Osteolysis,procedure,bearing-surface-selection|bone-loss-revision-arthroplasty,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,18b79761-d498-4321-bd67-89762cb530c4,Anteromedial Tibia Approach,surgical_approach,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,19492edc-544a-4d3b-a1e3-7dab9a42ba71,Midfoot,anatomy_structure,acetabular-fracture|calcaneus-fracture|distal-femur-fracture|femoral-shaft-fracture|lisfranc-injury|patella-fracture|pilon-fracture|talus-fracture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,198149f8-eaed-4cf4-9566-0d6f836ad553,Tibial Shaft,anatomy_structure,pilon-fracture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1982fda4-6158-4e78-90d1-9ddb0c42960b,Henry Interval,anatomy_structure,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1a28029b-4bc8-45ab-9737-c9d1271635e3,Venous Thromboembolism,complication,complications|trauma-fundamentals,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1a336e24-0be1-4102-9bc0-28a42d392235,Buttress Fixation,biomechanics_concept,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1aff5d3f-5b92-4724-9d8f-530e22410ebd,Supracondylar Humerus Fracture,condition,supracondylar-humerus-fracture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1b946fe5-33dd-4fa7-8fc0-ab5378c0ef83,Kirschner Wire,implant,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1bedc17b-b056-48be-b7ea-7b2047eeff31,Partially Threaded Screw,implant,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1c7e1799-a03e-4b72-acbf-47ab3d55d6e9,Anterior Humeral Line,biomechanics_concept,imaging-radiographic-measurements,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1d0d1cb0-8d61-4ed3-bd6c-f07285f6acd5,Open Carpal Tunnel Release,procedure,carpal-tunnel-syndrome,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1d4a7b0f-c283-4c01-a624-6414577f14a8,Periprosthetic Joint Infection,condition,complications|hip-prosthetic-joint-infection|knee-prosthetic-joint-infection|periprosthetic-joint-infection,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1e30fb36-21f3-49dd-891a-6a801a79c252,Perioperative Mortality,complication,complications,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1e47a890-8851-4e54-9809-5a7e098cf2bd,Distal Ulna Fracture,condition,distal-ulna-fracture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1e4844af-a7b7-47c0-af17-7516a6d9451b,Fourth Metacarpal,anatomy_structure,carpal-tunnel-syndrome|metacarpal-fracture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1eab746e-8a13-427b-8092-54ebdfa42a15,Knee Osteoarthritis,condition,bearing-surface-selection|knee-osteoarthritis|patellofemoral-arthroplasty|unicompartmental-knee-arthritis,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1eac34e7-a469-4f36-ab93-42018a9c8e7a,Sacral Slope,biomechanics_concept,imaging-radiographic-measurements,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1ef6f9d7-5fd3-49b5-b669-0b70bdeec64f,Distal Radius,anatomy_structure,carpal-tunnel-syndrome|distal-radius-fracture|druj-instability|galeazzi-fracture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1f49dda2-34c5-4d1f-afe4-4a2ee1fc78cf,Soft-Tissue Protection,treatment_principle,complications,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1f6852b3-4ef5-4d57-a4a9-6b0e842d172f,Nail Breakage,complication,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1fb6b602-f90d-44bc-a4f4-dac207e324e5,Tension Band Wire,implant,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,1fd6dbe0-6b22-4e8c-8345-2e4e42df63a0,Greater Trochanter,anatomy_structure,acetabular-fracture|bearing-surface-selection|femoral-shaft-fracture|intertrochanteric-fracture|subtrochanteric-fracture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,2051523b-2cf4-46fb-99dd-c73c1a786974,Spine Approaches,treatment_principle,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,20b14dc8-42e7-4bb8-90b9-ce1dbfa6b1c8,Plantar Foot Approach,surgical_approach,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,20e03d6b-6b53-485d-a66e-9aa43a5452b5,Hip Center Restoration,biomechanics_concept,imaging-radiographic-measurements,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,2141a54b-a437-4d95-99aa-f63f2af42f78,Medial Distal Femur Approach,surgical_approach,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,21a45aa8-d42e-4298-b5ff-8df58ad25590,Smith-Petersen Interval,anatomy_structure,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,21ac358f-a6fd-4915-8060-b9943cf914ba,Foot Approaches,treatment_principle,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,21e400eb-c30b-4fd0-a6cd-263bfd6d9560,Osteotome,implant,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,21f83b8e-bf70-4576-a0a9-265f3c761bfe,Knee Articular Cartilage,anatomy_structure,osteochondral-defect-knee|osteochondral-lesion-talus,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,229243c3-301d-494b-ad76-08084f49e543,Subvastus Approach,surgical_approach,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,22fa909c-0d35-4964-a352-c14fe85dab65,Safe Zone Principles,treatment_principle,surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,23b96e50-e66e-4576-b3f3-75b106a100c2,Patellar Instability Physical Exam,exam_maneuver,patellar-instability,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,23df420a-c539-49c7-8e34-51bd3bb343cf,Working Length,biomechanics_concept,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,24679804-a0a2-4d1e-bacf-2e7f87526591,Aseptic Loosening,complication,complications,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,24eed3da-d156-49f0-8322-080640329658,Scaphoid Fracture Classification,classification_system,scaphoid-fracture,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,24fafca4-ecf8-49cc-996e-527c01924562,Lamina Spreader,implant,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,25578368-9719-4ba3-98e5-0efad31662c7,Press-Fit Fixation,fixation_method,implant-fixation-principles|implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,255a7ee7-5657-4ffe-88ea-5dda943aee00,Plate Constructs,treatment_principle,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,2610b3a4-397f-4de7-a643-944aaa2c073a,Early Appropriate Care,treatment_principle,trauma-fundamentals,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,265c88e2-46f0-4184-8ffc-e41fa5be82b2,Interbody Cage,implant,implants-instruments,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,26d426b7-6e38-4339-b805-96584d48f5bc,Extensor Mechanism Failure,condition,complications|extensor-mechanism-failure|surgical-approaches,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,2726050c-8d05-48f6-95ed-a07a0d55f39e,Carpal Tunnel Syndrome,condition,carpal-tunnel-syndrome|lunate-dislocation,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,27cb96f2-3611-42b9-ae44-98f0506af5b5,Multiligament Knee Injury Rehabilitation,treatment_principle,multiligament-knee-injury,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,27cfea1f-c360-4122-9440-ae42ee80ea63,Spinopelvic Mismatch,imaging_finding,imaging-radiographic-measurements,0,0,0,0,0,0,0,0,{},0
kg-beta-20260716-002,27e581aa-13e3-4599-af19-3ad139c76dcd,Dorsal Angulation of Distal Radius,imaging_finding,imaging-radiographic-measurements,0,0,0,0,0,0,0,0,{},0
