entityId,neighborhoods,neighborhoodCount,linkedCards,linkedQuestions
40a022f2-55cf-4783-b0f2-2068c22c7bb0,carpal-tunnel-syndrome|carpal-instability|lunate-fracture|perilunate-dislocation|scaphoid-nonunion|sl-ligament-injury|scaphoid-fracture,7,0,0
41ba04e2-e819-475e-ab97-91d31ed0ca3e,carpal-tunnel-syndrome|ulnar-styloid-fracture|distal-ulna-fracture|druj-instability,4,0,0
43338fc5-c58e-4ab7-85b1-601eaf289df1,carpal-tunnel-syndrome|bennett-fracture,2,0,0
56229d10-d49a-400b-bd28-1f9ad30ff338,carpal-tunnel-syndrome|lt-ligament-injury|carpal-instability|lunate-fracture|lunate-dislocation|wrist-dislocation|perilunate-dislocation|sl-ligament-injury,8,0,0
6446696e-9fdc-41a3-90b8-9bd504960474,carpal-tunnel-syndrome|surgical-approaches,2,0,0
7174f760-664c-4873-8778-fc7c36db796d,carpal-tunnel-syndrome|proximal-phalanx-fracture,2,0,0
7cfd1ce5-a53b-402d-af13-ad726b259ad5,carpal-tunnel-syndrome|surgical-approaches,2,0,0
862e0154-07b9-4d0e-b290-f14e3c202b70,carpal-tunnel-syndrome|lt-ligament-injury|ulnar-styloid-fracture|distal-ulna-fracture|druj-instability,5,0,0
8b635965-b793-4718-a334-b7527c5fca30,carpal-tunnel-syndrome|lunate-fracture|lunate-dislocation|wrist-dislocation|perilunate-dislocation,5,0,0
90319a67-5bac-4a99-be74-82afa0696b5a,carpal-tunnel-syndrome|surgical-approaches,2,0,0
92b2818e-6005-40ab-81bd-b007ab18529e,carpal-tunnel-syndrome|galeazzi-fracture,2,0,0
95c8fe7e-311f-4883-b99f-c043e0452c01,carpal-tunnel-syndrome|metacarpal-fracture,2,0,0
9648cf12-8362-49ff-b281-d3e0eabd77af,carpal-tunnel-syndrome|essex-lopresti-injury|ulnar-styloid-fracture|wrist-dislocation|distal-ulna-fracture|druj-instability|galeazzi-fracture|distal-radius-fracture,8,0,0
a184740e-c683-491b-836e-d92041e48f7a,carpal-tunnel-syndrome|proximal-phalanx-fracture|surgical-approaches,3,0,0
a39bf748-9bf2-4477-98bc-620c66eb38e3,carpal-tunnel-syndrome|knee-instability-after-tka,2,0,0
b8c22ec6-1383-4b7e-ae89-a4e598722eb6,carpal-tunnel-syndrome|clavicle-fracture|proximal-humerus-fracture|lunate-dislocation|supracondylar-humerus-fracture|distal-radius-fracture|complications|surgical-approaches,8,0,0
babc6fd0-ca9c-44f7-95d9-ab237365c25a,carpal-tunnel-syndrome|cmc-dislocations|rolando-fracture|bennett-fracture,4,0,0
bee1bcf3-b105-4ce8-94d4-bd3464205055,carpal-tunnel-syndrome|surgical-approaches,2,0,0
c9095783-a8a3-4062-ab65-eb8605a215ef,carpal-tunnel-syndrome|carpal-instability|distal-radius-fracture,3,0,0
cd78780a-9a5d-4838-aa0b-fe8d0a642a06,carpal-tunnel-syndrome|clavicle-fracture|proximal-humerus-fracture|supracondylar-humerus-fracture|surgical-approaches,5,0,0
d0cf6589-20f9-42dc-a127-0e9aef1e5371,carpal-tunnel-syndrome|essex-lopresti-injury|scaphoid-fracture,3,0,0
d2ca3969-8b4f-46fd-a189-61f078fc1b12,carpal-tunnel-syndrome|metacarpal-fracture,2,0,0
d6c1a299-65b7-449c-9d87-ff7a9a7c85cc,carpal-tunnel-syndrome|lt-ligament-injury|carpal-instability|perilunate-dislocation,4,0,0
da0c0274-88a1-4707-ae89-421e96a9562a,carpal-tunnel-syndrome|essex-lopresti-injury,2,0,0
e9310217-b7cf-4e65-87b6-e1929adc51c3,carpal-tunnel-syndrome|surgical-approaches,2,0,0
ff8baba6-3fc7-477b-a6a7-d9ec99589349,carpal-tunnel-syndrome|clavicle-fracture|proximal-humerus-fracture|supracondylar-humerus-fracture|distal-biceps-tendon-rupture|complications|surgical-approaches,7,0,0
0337b233-79f0-422e-8e06-510e4f029363,adverse-local-tissue-reaction|aseptic-loosening-tha|aseptic-loosening-tka|bearing-surface-selection|bone-loss-revision-arthroplasty|extensor-mechanism-failure|hip-instability-after-tha|implant-fixation-principles|knee-instability-after-tka|patellofemoral-arthroplasty|periprosthetic-femur-fracture|periprosthetic-knee-fracture|hip-prosthetic-joint-infection|knee-prosthetic-joint-infection|periprosthetic-joint-infection|unicompartmental-knee-arthritis|knee-osteoarthritis|femoral-neck-fracture-adult-recon|implants-instruments,19,0,0
14f44479-f605-46b6-ad3c-c6f451598bbe,adverse-local-tissue-reaction|aseptic-loosening-tha|aseptic-loosening-tka|bearing-surface-selection|bone-loss-revision-arthroplasty|extensor-mechanism-failure|hip-instability-after-tha|implant-fixation-principles|knee-instability-after-tka|patellofemoral-arthroplasty|periprosthetic-femur-fracture|periprosthetic-knee-fracture|hip-prosthetic-joint-infection|knee-prosthetic-joint-infection|periprosthetic-joint-infection|unicompartmental-knee-arthritis|knee-osteoarthritis|femoral-neck-fracture-adult-recon,18,0,0
500a344b-0803-4911-9e9c-91e3dc9572fa,adverse-local-tissue-reaction|aseptic-loosening-tha|aseptic-loosening-tka|bearing-surface-selection|bone-loss-revision-arthroplasty,5,0,0
b306031a-1f71-41e6-a0d6-d0bb6bfa4edb,adverse-local-tissue-reaction|bearing-surface-selection,2,0,0
ea3e5bd7-6abb-40ac-b67e-0ef237de352c,adverse-local-tissue-reaction|bearing-surface-selection|implants-instruments,3,0,0
efa6c4c6-4f2f-491a-a86a-be7185b72ee8,adverse-local-tissue-reaction|bearing-surface-selection,2,0,0
080232c8-3244-4fa3-b909-d4477d5975fb,aseptic-loosening-tha|complications,2,0,0
0f16d073-e597-437d-98d0-3f8767f7a732,aseptic-loosening-tha|hip-prosthetic-joint-infection|implants-instruments,3,0,0
295bbb48-55c8-4ef9-8171-44b685c0f641,aseptic-loosening-tha|periprosthetic-femur-fracture|hip-prosthetic-joint-infection|implants-instruments,4,0,0
e220c7a7-2b50-4748-a66c-7ea49a5b507f,aseptic-loosening-tha|complications,2,0,0
3e8d6dfc-7224-4bbd-8b92-fe8738e74969,aseptic-loosening-tka|complications,2,0,0
452b95e6-c6c7-4a5a-95bb-284b36e269a3,aseptic-loosening-tka|periprosthetic-knee-fracture|implants-instruments,3,0,0
64605702-c420-40f3-953a-2310dc0a55da,aseptic-loosening-tka|periprosthetic-knee-fracture|knee-prosthetic-joint-infection|implants-instruments,4,0,0
12eec496-82eb-4609-81f4-aaf66da69fd0,bearing-surface-selection|acetabular-fracture|femoral-shaft-fracture|femoral-neck-fracture|intertrochanteric-fracture,5,0,0
17bdb16c-377a-49f5-a2cb-4a0542780fac,bearing-surface-selection|implant-fixation-principles|knee-instability-after-tka|complications,4,0,0
180fc926-c59a-4a61-a506-85bd9e7d9e2d,bearing-surface-selection|bone-loss-revision-arthroplasty,2,0,0
1eab746e-8a13-427b-8092-54ebdfa42a15,bearing-surface-selection|patellofemoral-arthroplasty|unicompartmental-knee-arthritis|knee-osteoarthritis,4,0,0
1fd6dbe0-6b22-4e8c-8345-2e4e42df63a0,bearing-surface-selection|acetabular-fracture|femoral-shaft-fracture|subtrochanteric-fracture|intertrochanteric-fracture,5,0,0
39f7a246-a9ca-4827-8faf-83835302db06,bearing-surface-selection|femoral-shaft-fracture|periprosthetic-femur-fracture,3,0,0
3ff1653b-4857-48aa-958b-504486ee6300,bearing-surface-selection|hip-osteoarthritis|subtrochanteric-fracture,3,0,0
42c31eeb-e75d-4c91-a7c0-246e926a15f3,bearing-surface-selection|implant-fixation-principles|compartment-syndrome|periprosthetic-knee-fracture,4,0,0
4bc58249-885f-4309-93ae-86a56e3d7832,bearing-surface-selection|acetabular-fracture|femoral-shaft-fracture|subtrochanteric-fracture|intertrochanteric-fracture,5,0,0
5020d5ca-bb45-4403-a4a0-7dea742ad757,bearing-surface-selection|extensor-mechanism-failure,2,0,0
515df3e3-951a-462a-8710-4f4777f08d46,bearing-surface-selection|calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture|unicompartmental-knee-arthritis|knee-osteoarthritis|tibial-plateau-fracture|osteochondral-defect-knee|pcl-injury,14,0,0
6a3ba370-220b-4745-bea3-e1a74b823339,bearing-surface-selection|hip-instability-after-tha,2,0,0
7806b623-8690-477e-a4ad-98967a87b9d1,bearing-surface-selection|knee-prosthetic-joint-infection|periprosthetic-joint-infection,3,0,0
7dcf3b4a-01d4-469d-92c0-3996fcd122ff,bearing-surface-selection|hip-instability-after-tha|implant-fixation-principles|periprosthetic-femur-fracture|complications,5,0,0
8571ca1f-d9a4-44a4-913a-8e6911ea3bc8,bearing-surface-selection|hip-instability-after-tha,2,0,0
93659f1e-ac33-4107-ae7c-ddf4e1e57dec,bearing-surface-selection|compartment-syndrome|hip-prosthetic-joint-infection|knee-prosthetic-joint-infection|periprosthetic-joint-infection,5,0,0
a5c95a2d-3d8e-4223-b6f6-041fee1292f2,bearing-surface-selection|hip-prosthetic-joint-infection|periprosthetic-joint-infection,3,0,0
bbe4b727-cc71-474b-b3dc-6b3374fdc7b4,bearing-surface-selection|extensor-mechanism-failure,2,0,0
c5e6a49e-8169-41b6-ab0b-2c6a0dd5b626,bearing-surface-selection|knee-instability-after-tka|unicompartmental-knee-arthritis,3,0,0
d64ea229-864f-4d04-bad9-bb13fae36c8b,bearing-surface-selection|hip-osteoarthritis|intertrochanteric-fracture,3,0,0
d6bb177c-295e-48f8-a786-7d08b2b93ebe,bearing-surface-selection|acetabular-fracture|femoral-shaft-fracture|subtrochanteric-fracture|intertrochanteric-fracture,5,0,0
e12358e3-f3ce-4c46-9df1-2286c9fb4c09,bearing-surface-selection|distal-femur-fracture|periprosthetic-knee-fracture,3,0,0
e21f56e9-f8a7-4eb0-b151-9e2c5928fd40,bearing-surface-selection|hip-osteoarthritis|femoral-neck-fracture-adult-recon|femoral-neck-fracture,4,0,0
26d426b7-6e38-4339-b805-96584d48f5bc,extensor-mechanism-failure|complications|surgical-approaches,3,0,0
7b3d603f-9fb2-47b3-bd5e-553187064918,extensor-mechanism-failure|calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture|patellofemoral-arthroplasty|patellar-instability|imaging-radiographic-measurements,12,0,0
d22f71b0-9268-4174-9946-5d80791e1e1f,extensor-mechanism-failure|calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture|patellar-instability|imaging-radiographic-measurements|surgical-approaches,12,0,0
25578368-9719-4ba3-98e5-0efad31662c7,implant-fixation-principles|implants-instruments,2,0,0
4fe12156-9cc8-4968-9d4d-47f06e949470,implant-fixation-principles|implants-instruments,2,0,0
521cef11-0ffe-4621-84bc-4d083aa7eb05,implant-fixation-principles|implants-instruments,2,0,0
99b699b0-6db8-412f-a9ff-7aa96c249fe6,implant-fixation-principles|implants-instruments,2,0,0
02470a37-a249-42e6-a0c5-9ea3b43db887,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture|multiligament-knee-injury|surgical-approaches,10,0,0
19492edc-544a-4d3b-a1e3-7dab9a42ba71,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture,8,0,0
40337e1a-8d8e-46a8-a0c0-bb8fe1557bec,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture,8,0,0
44224283-dd38-4db0-a732-b5bc3cd0715a,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture|surgical-approaches,9,0,0
49c374d3-b0c7-442b-ad27-e30592e90e76,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture,8,0,0
4abafffb-e699-4ddc-87b1-c18ce91c7a20,calcaneus-fracture|achilles-tendon-rupture,2,0,0
534d7f3c-9f81-4e42-b433-d18caa7ed910,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture|pcl-injury|multiligament-knee-injury|surgical-approaches,11,0,0
850e2c40-054b-487f-9089-6ac253f787a2,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture|tibial-plateau-fracture|osteochondral-defect-knee|meniscus-tear|acl-tear|multiligament-knee-injury,13,0,0
a902a7d7-1739-49da-9915-c08114950b2b,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture|periprosthetic-femur-fracture|complications|surgical-approaches,11,0,0
b1479705-294b-4d3a-8f76-dbcd3f625327,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture|tibial-plateau-fracture|imaging-radiographic-measurements,10,0,0
c3c8eb81-36f6-4082-9094-6556581c1a79,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture|surgical-approaches,9,0,0
c515851f-0b9a-44eb-9541-32e80b3765ab,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture|hip-osteoarthritis|imaging-radiographic-measurements,10,0,0
cc4e00c3-e978-4f25-ad2a-ebd7c72e60fd,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture|hip-osteoarthritis|imaging-radiographic-measurements|surgical-approaches,11,0,0
cf042c74-f70a-40d2-94cf-96527923340b,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture|chronic-lateral-ankle-instability|osteochondral-lesion-talus|syndesmotic-sprain,11,0,0
d980ac8f-d2b3-4fa4-9489-67678a19b439,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture,8,0,0
dcdcdcd9-d582-4108-8a0a-8a193ee5852b,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture,8,0,0
df9f225f-494e-46c2-b0b4-66682b738eec,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture|osteochondral-lesion-talus|achilles-tendon-rupture|imaging-radiographic-measurements,11,0,0
e3372694-7192-4c14-aaa3-749012b38d88,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture|imaging-radiographic-measurements|surgical-approaches,10,0,0
e53bd296-d076-4e6f-afec-5a2589d69e75,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture|tibial-plateau-fracture|imaging-radiographic-measurements,10,0,0
ffca4b51-3055-40f8-b65e-771336fbf194,calcaneus-fracture|patella-fracture|acetabular-fracture|distal-femur-fracture|lisfranc-injury|pilon-fracture|talus-fracture|femoral-shaft-fracture|osteochondral-defect-knee|pcl-injury|multiligament-knee-injury,11,0,0
65d73006-b90b-4a89-a6b3-798ae5f7b043,patella-fracture|implants-instruments,2,0,0
9d6f244d-ff9d-4d46-932a-5bd2591a51c0,patella-fracture|patellar-instability,2,0,0
9f0eb6da-e098-4aed-be1a-9c6fc38ff083,patella-fracture|complications,2,0,0
49c6baba-7173-4b72-9ebb-b7071e39f10f,acetabular-fracture|femoral-shaft-fracture|subtrochanteric-fracture|femoral-neck-fracture|intertrochanteric-fracture|imaging-radiographic-measurements,6,0,0
5232f5bd-616b-4a8d-a138-8a384f82158c,acetabular-fracture|femoral-shaft-fracture|complications|surgical-approaches,4,0,0
842f3453-fa9f-42a9-961c-609696e473bd,acetabular-fracture|femoral-shaft-fracture|femoral-neck-fracture|surgical-approaches,4,0,0
9ce2562b-2f4e-4d80-b9f2-4c75c33bf9ad,acetabular-fracture|femoral-shaft-fracture|complications|imaging-radiographic-measurements|surgical-approaches,5,0,0
e85357d3-87fb-4ece-a7ac-a4f976875b84,acetabular-fracture|femoral-shaft-fracture|hip-osteoarthritis|femoral-neck-fracture|complications|imaging-radiographic-measurements,6,0,0
fa535948-ab09-48d7-b540-f669d994ae43,acetabular-fracture|femoral-shaft-fracture|femoral-neck-fracture-adult-recon|femoral-neck-fracture|imaging-radiographic-measurements,5,0,0
08fd77c1-a818-4afd-9ab2-71e6d80080c4,clavicle-fracture|proximal-humerus-fracture|distal-humerus-fracture|supracondylar-humerus-fracture,4,0,0
284b0061-2409-4f70-ad1f-d1dca1cc93a0,clavicle-fracture|proximal-humerus-fracture|supracondylar-humerus-fracture|distal-biceps-tendon-rupture|ucl-injury|surgical-approaches,6,0,0
2dc7f59e-6ca8-4c9f-ba86-24490fbc35d6,clavicle-fracture|proximal-humerus-fracture|supracondylar-humerus-fracture|distal-biceps-tendon-rupture|ac-joint-separation,5,0,0
32b74829-878a-438d-9659-4a4f34465194,clavicle-fracture|proximal-humerus-fracture|humeral-shaft-fracture|supracondylar-humerus-fracture,4,0,0
37d6d5e6-8edb-4348-b7d0-e19de10ea074,clavicle-fracture|proximal-humerus-fracture|supracondylar-humerus-fracture|proximal-biceps-tendon-pathology|rotator-cuff-tear|anterior-shoulder-instability|complications|surgical-approaches,8,0,0
38bc37b4-46ca-49e8-b3f8-e8e13985d742,clavicle-fracture|proximal-humerus-fracture|distal-humerus-fracture|supracondylar-humerus-fracture,4,0,0
57fb8c90-5bf2-4706-9bd0-fbf51586ad9a,clavicle-fracture|proximal-humerus-fracture|supracondylar-humerus-fracture|imaging-radiographic-measurements,4,0,0
6e456df9-39ba-41ef-925d-046388377cd0,clavicle-fracture|ac-joint-separation,2,0,0
73cb23c6-f5e0-41cb-9ddd-6db1eabc22c4,clavicle-fracture|proximal-humerus-fracture|supracondylar-humerus-fracture,3,0,0
a3b7c9c5-8258-453b-9e34-80c61de5ca1c,clavicle-fracture|proximal-humerus-fracture|supracondylar-humerus-fracture|surgical-approaches,4,0,0
a4f1b405-1d3b-482b-a053-6554e474f090,clavicle-fracture|proximal-humerus-fracture|supracondylar-humerus-fracture,3,0,0
aa380864-2be6-4609-afc4-d34a819dc7f7,clavicle-fracture|proximal-humerus-fracture|supracondylar-humerus-fracture,3,0,0
b9ff56a6-1abf-428d-9c58-79d1669b7e1b,clavicle-fracture|proximal-humerus-fracture|supracondylar-humerus-fracture,3,0,0
c2a5f15f-3fa6-48ec-b0c5-5f67a6ecfe8b,clavicle-fracture|proximal-humerus-fracture|distal-humerus-fracture|supracondylar-humerus-fracture,4,0,0
e5311266-9868-4ed3-86c5-6f6c3ddc9e82,clavicle-fracture|proximal-humerus-fracture|supracondylar-humerus-fracture|anterior-shoulder-instability|surgical-approaches,5,0,0
e7a4bfd4-5ada-4b9c-b634-043f159a4f9a,clavicle-fracture|proximal-humerus-fracture|distal-humerus-fracture|humeral-shaft-fracture|supracondylar-humerus-fracture|imaging-radiographic-measurements,6,0,0
e99faeef-e8f6-44a5-b7e3-430c64453947,clavicle-fracture|proximal-humerus-fracture|distal-humerus-fracture|supracondylar-humerus-fracture|imaging-radiographic-measurements,5,0,0
f3be2d30-1e96-46b1-a056-935a05ac9924,clavicle-fracture|proximal-humerus-fracture|supracondylar-humerus-fracture|distal-biceps-tendon-rupture|ac-joint-separation,5,0,0
f53b6b67-3f42-4190-b06a-4235296fdf24,clavicle-fracture|proximal-humerus-fracture|distal-humerus-fracture|supracondylar-humerus-fracture,4,0,0
069ba34b-b5da-4114-838c-88a58cae8858,pilon-fracture|compartment-syndrome,2,0,0
123480ce-cacd-4514-b12d-e56e9d988ace,pilon-fracture|compartment-syndrome,2,0,0
929989f1-d949-4a61-a20f-eead6cb88fb8,pilon-fracture|syndesmotic-sprain,2,0,0
466bbfb1-0c91-43bd-b59d-05218ed31d89,talus-fracture|complications,2,0,0
947c4718-8fbe-478b-b441-99e8f9726a02,talus-fracture|osteochondral-lesion-talus,2,0,0
0b546d37-072e-4b81-be2b-5bfcadb77998,compartment-syndrome|complications,2,0,0
73a1b488-a9d7-4a64-94ef-a4d69e6c4e4f,compartment-syndrome|complications,2,0,0
7d17cd4f-9fb3-41e7-846b-cc633304a1c1,compartment-syndrome|complications,2,0,0
f89ad434-e61d-481a-85e5-3dbd82a29be8,compartment-syndrome|complications,2,0,0
eff02f28-53b8-4a53-83c7-6a6c3bf8f21f,femoral-shaft-fracture|complications,2,0,0
d627334c-5d00-427a-a0d1-8470b34d4407,proximal-humerus-fracture|proximal-biceps-tendon-pathology,2,0,0
d95e7379-cdaf-4482-997e-53ad06bcc355,proximal-humerus-fracture|complications,2,0,0
e83b9630-d1a6-46cd-b06f-d9de9df1bdc6,patellofemoral-arthroplasty|implants-instruments,2,0,0
6fcd6e56-5263-46c2-b109-7cb6de174f31,hip-osteoarthritis|proximal-biceps-tendon-pathology|anterior-shoulder-instability|osteochondral-lesion-talus|slap-tear,5,0,0
1d4a7b0f-c283-4c01-a624-6414577f14a8,hip-prosthetic-joint-infection|knee-prosthetic-joint-infection|periprosthetic-joint-infection|complications,4,0,0
01649fb1-4e23-4354-9bc6-290fec4011ff,knee-osteoarthritis|osteochondral-defect-knee|patellar-instability|osteochondral-lesion-talus|acl-tear|complications|surgical-approaches,7,0,0
113de4e8-0fb0-4d6b-8540-45e144c0bef2,femoral-neck-fracture-adult-recon|femoral-neck-fracture,2,0,0
3edffc69-9c97-4f3e-bfea-42a256ccb66e,boxer-fracture|metacarpal-fracture,2,0,0
574d932a-b892-4761-8859-d154c149944d,lt-ligament-injury|carpal-instability,2,0,0
e71008d8-c191-4494-b422-ff338dbad4b7,lt-ligament-injury|perilunate-dislocation,2,0,0
74f8fa20-0afc-4544-9832-2158f4607163,subtrochanteric-fracture|intertrochanteric-fracture,2,0,0
abecba31-bf06-4d45-b98f-5e92723a87f3,tibial-plateau-fracture|osteochondral-defect-knee,2,0,0
c9450e89-64f6-4b55-8e6e-7fc401591135,carpal-instability|scaphoid-nonunion,2,0,0
86d63bb7-9d5e-4da3-9569-8ced12ad0721,cmc-dislocations|bennett-fracture,2,0,0
f6bed51e-6e6c-4cfd-a062-d715ae517655,distal-humerus-fracture|distal-biceps-tendon-rupture,2,0,0
5e718cb1-2795-47ba-afdd-254c36c60d1e,essex-lopresti-injury|druj-instability,2,0,0
faa62919-98fc-4439-bd7e-0a047e07093e,essex-lopresti-injury|galeazzi-fracture,2,0,0
ad56b2f5-a51e-4abd-aa7e-85196b082c42,femoral-neck-fracture|complications|surgical-approaches,3,0,0
7ee4b361-2f12-4bb7-a727-bee901f45e1b,humeral-shaft-fracture|complications|surgical-approaches,3,0,0
6a59a18e-4fc7-4f79-9a17-11110529e5dd,sl-ligament-injury|scaphoid-fracture,2,0,0
3e939e52-6317-4f81-95a3-9ec30bec3b5e,chronic-lateral-ankle-instability|osteochondral-lesion-talus|syndesmotic-sprain|achilles-tendon-rupture,4,0,0
7333ed50-f332-49a1-bfa0-5c1363e9a803,chronic-lateral-ankle-instability|osteochondral-lesion-talus,2,0,0
84ae62dc-cf45-492b-8872-e54696aa7ef3,chronic-lateral-ankle-instability|osteochondral-lesion-talus,2,0,0
b68aa905-c795-47d9-97e8-642f9b54d50a,chronic-lateral-ankle-instability|osteochondral-lesion-talus,2,0,0
d8d2bcc0-c83e-453c-92e2-4776aee44ae8,chronic-lateral-ankle-instability|achilles-tendon-rupture,2,0,0
69e1e2e5-2e05-41b0-b9ab-537494f3cd0b,distal-biceps-tendon-rupture|ucl-injury|osteochondral-lesion-talus,3,0,0
870bf11c-1e8d-47c3-afaa-6399a10cf2ff,distal-biceps-tendon-rupture|osteochondral-lesion-talus,2,0,0
d5d05dfd-b5e7-40d9-8f3a-094a0d729d2d,distal-biceps-tendon-rupture|ucl-injury,2,0,0
21f83b8e-bf70-4576-a0a9-265f3c761bfe,osteochondral-defect-knee|osteochondral-lesion-talus,2,0,0
38ec5225-b723-4bef-acc3-cb2fd82b6226,osteochondral-defect-knee|patellar-instability|pcl-injury|meniscus-tear|osteochondral-lesion-talus|acl-tear|multiligament-knee-injury,7,0,0
a4d82a06-772f-4cff-a945-edf55f472489,osteochondral-defect-knee|meniscus-tear,2,0,0
8a039863-f7d8-43b3-801b-8e6914d98710,pcl-injury|multiligament-knee-injury,2,0,0
01d07455-5fca-4c09-9c9c-7fcf5726e36b,proximal-biceps-tendon-pathology|rotator-cuff-tear|ac-joint-separation|anterior-shoulder-instability|osteochondral-lesion-talus|slap-tear,6,0,0
51cc7686-6c0c-44f1-89e3-37ae20ed06a3,proximal-biceps-tendon-pathology|rotator-cuff-tear,2,0,0
93a6f92b-b229-4f7a-9df4-453f7f02de4f,proximal-biceps-tendon-pathology|rotator-cuff-tear|osteochondral-lesion-talus,3,0,0
a0566a7d-1caf-4ffc-bf50-477f81ce0e6d,proximal-biceps-tendon-pathology|slap-tear,2,0,0
