sourceQuestionId,questionDatabaseId,questionLinkId,specialty,topic,topicSlug,canonicalEntityId,canonicalEntityLabel,questionHistoricalProvenance,questionHistoricalConfidence,rank,canonicalCardId,cardLinkId,safeCardTitle,deckBranch,noteGuid,cardOrdinal,sourceCardIdHint,cardHistoricalProvenance,cardHistoricalConfidence,recommendationReason,relevanceLabel,mappingError,missingObviousCard,reviewerNotes,reviewerUserId,reviewedAt
OBQ08-49,3b81b838-a426-4894-ab31-02c259851ad7,7931b8ba-5823-470a-8f79-b9daece4350d,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ08-49,3b81b838-a426-4894-ab31-02c259851ad7,7931b8ba-5823-470a-8f79-b9daece4350d,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,d97630f8-c0b6-4ae9-9e09-3a1a5684a195,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ10-188,2bd452c3-8f72-405b-933a-f050f54e89d3,a8533f4f-28a4-42ed-918f-8843e88126b1,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,f47095f7-2201-4c2a-8a17-e6737d84efff,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ10-188,2bd452c3-8f72-405b-933a-f050f54e89d3,a8533f4f-28a4-42ed-918f-8843e88126b1,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ10-188,2bd452c3-8f72-405b-933a-f050f54e89d3,a8533f4f-28a4-42ed-918f-8843e88126b1,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,d97630f8-c0b6-4ae9-9e09-3a1a5684a195,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ11-188,4511eb42-fbdd-45a7-94ab-9b5b352e3c17,2f9fd718-3b07-4bc5-b653-a81e549e4336,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,f47095f7-2201-4c2a-8a17-e6737d84efff,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ11-188,4511eb42-fbdd-45a7-94ab-9b5b352e3c17,2f9fd718-3b07-4bc5-b653-a81e549e4336,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ11-188,4511eb42-fbdd-45a7-94ab-9b5b352e3c17,2f9fd718-3b07-4bc5-b653-a81e549e4336,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,d97630f8-c0b6-4ae9-9e09-3a1a5684a195,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ12-72,c285a393-5f38-413d-af4b-2656f701f304,f9fb1617-8648-4bd7-a931-34e43d05094c,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,f47095f7-2201-4c2a-8a17-e6737d84efff,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ12-72,c285a393-5f38-413d-af4b-2656f701f304,f9fb1617-8648-4bd7-a931-34e43d05094c,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ12-72,c285a393-5f38-413d-af4b-2656f701f304,f9fb1617-8648-4bd7-a931-34e43d05094c,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,d97630f8-c0b6-4ae9-9e09-3a1a5684a195,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ15-181,de9a533c-699c-4217-b0b9-434066f09140,54765aba-c282-4494-94c7-0beba9a8da06,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,f47095f7-2201-4c2a-8a17-e6737d84efff,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ15-181,de9a533c-699c-4217-b0b9-434066f09140,54765aba-c282-4494-94c7-0beba9a8da06,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ15-181,de9a533c-699c-4217-b0b9-434066f09140,54765aba-c282-4494-94c7-0beba9a8da06,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,d97630f8-c0b6-4ae9-9e09-3a1a5684a195,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ16-264,e3603a96-4c43-4767-b505-284f8bf1f899,49dbdceb-8ef9-4a63-9f07-15a8590340b6,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,f47095f7-2201-4c2a-8a17-e6737d84efff,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ16-264,e3603a96-4c43-4767-b505-284f8bf1f899,49dbdceb-8ef9-4a63-9f07-15a8590340b6,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ16-264,e3603a96-4c43-4767-b505-284f8bf1f899,49dbdceb-8ef9-4a63-9f07-15a8590340b6,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,d97630f8-c0b6-4ae9-9e09-3a1a5684a195,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ18-157,370ee584-32c4-402d-8692-16d9b8d3fc92,35792621-e12c-410f-abb8-2b6b90732ebc,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,f47095f7-2201-4c2a-8a17-e6737d84efff,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ18-157,370ee584-32c4-402d-8692-16d9b8d3fc92,35792621-e12c-410f-abb8-2b6b90732ebc,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ18-157,370ee584-32c4-402d-8692-16d9b8d3fc92,35792621-e12c-410f-abb8-2b6b90732ebc,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,d97630f8-c0b6-4ae9-9e09-3a1a5684a195,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ19-184,0dca0a26-b848-418f-a6a9-3e8f16615888,51a28ff5-6da2-49a2-99b8-6d9a81ce7bfb,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,f47095f7-2201-4c2a-8a17-e6737d84efff,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ19-184,0dca0a26-b848-418f-a6a9-3e8f16615888,51a28ff5-6da2-49a2-99b8-6d9a81ce7bfb,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ19-184,0dca0a26-b848-418f-a6a9-3e8f16615888,51a28ff5-6da2-49a2-99b8-6d9a81ce7bfb,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,3,674a6a2c-a4b8-46d3-8c10-b66a6a37b1c9,d97630f8-c0b6-4ae9-9e09-3a1a5684a195,What are four (4) osseous anatomical factors that causes patellar instability ? {{c1::Patella alta Trochlear dysplasia…,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,D?+9HH!Klu,0,1659382455945,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ20-143,a0def500-4964-4380-a340-cfd3c244174b,281e84e4-8022-4c46-aa36-88130d8fb1bd,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,1,10eb1d14-4517-4a95-8563-f5d03a97a9c7,f47095f7-2201-4c2a-8a17-e6737d84efff,What is the normal cutoff for TT-TG distance ? {{c1::<20 mm}},Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,m1##mmoK_8,0,1659382517203,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
OBQ20-143,a0def500-4964-4380-a340-cfd3c244174b,281e84e4-8022-4c46-aa36-88130d8fb1bd,knee-sports,Patellar Instability,patellar-instability,1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,Patellar Instability,curriculum_node_bridge,0.99,2,1d2deaeb-534c-4260-9981-a885a0cf7ec9,4bb8e1ee-78d2-42c8-8c8f-3f49b0a78cd5,A {{c1::Fulkerson-type}} osteotomy transfers the tibial tubercle anterior and medial to rectify patellar instability .,Marty McFlyin's Ortho Deck::3) OrthoBullets::Knee & Sports::Knee::Knee Extensor Mechanism::Patellar Instability,i^MepxA[ob,0,1659402797325,curriculum_node_bridge,0.99,exact_entity_overlap:1ad8280b-74e5-416c-b8fb-06c7d9cc0d0a,,,,,,
